Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
114	NCT01275586	Study of Tasigna®/Nilotinib (AMN107) in Neurofibromatosis (NF1) Patients With Plexiform Neurofibromas		Completed	Has Results	Neurofibromatosis|NF1|Neurofibromas	Drug: Tasigna	Disease Response	Indiana University|Novartis	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	6	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	1008-06|CAMN107YUS29T	January 2011	July 2016	October 2016	January 12, 2011	April 12, 2017	April 12, 2017	Riley Hospital for Children, Indianapolis, Indiana, United States		https://ClinicalTrials.gov/show/NCT01275586
115	NCT00972933	Immunogenicity and Biomarker Analysis of Neoadjuvant Ipilimumab for Melanoma		Completed	No Results Available	Melanoma	Drug: ipilimumab	To study the effects of ipilimumab upon the host immune response in nodal metastatic melanoma and in the peripheral blood comparing pre-treatment with post-treatment (baseline, 6 weeks) immunologic features.|To study the effects of ipilimumab upon the host immune response.|To collect pilot data comparing pre-treatment with post-treatment proteomic and genetic features.|To evaluate the clinical efficacy of preoperative neoadjuvant therapy with ipilimumab in high risk clinically and pathologically node-positive melanoma patients (AJCC stage IIIB-C).|To collect safety data and evaluate the safety of neoadjuvant therapy with ipilimumab in high risk clinically and pathologically node-positive melanoma patients (AJCC stage IIIB-C).	Diwakar Davar|Bristol-Myers Squibb|University of Pittsburgh	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	59	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	08-144	December 2009	July 17, 2013	September 26, 2017	September 9, 2009		December 7, 2017	University of Pittsburgh Medical Center/University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT00972933
116	NCT00890786	A Study of Bevacizumab Therapy in Patients With Newly Diagnosed High-Grade Gliomas and Diffuse Intrinsic Pontine Gliomas		Completed	No Results Available	Newly Diagnosed High-Grade Gliomas|Diffuse Intrinsic Pontine Glioma	Drug: Temozolomide|Drug: Bevacizumab|Drug: Irinotecan	To determine the toxicities and feasibility of the proposed treatment regimen in patients with high-grade glioma and diffuse intrinsic brainstem glioma|To determine 1-year EFS, median PFS and median OS in newly diagnosed patients with high-grade glioma treated with radiotherapy and concurrent temozolomide, bevacizumab followed by bevacizumab, irinotecan and temozolomide for 12 courses|To determine the 1-year EFS, median PFS and median OS in newly diagnosed patients with diffuse intrinsic brainstem glioma treated with radiotherapy and concurrent bevacizumab followed by bevacizumab and irinotecan for 12 courses|To estimate blood levels of VEGF in circulating endothelial cells in patients at different time points|To document changes in MR perfusion and diffusion within 24-48 hours after the 2nd dose of bevacizumab during radiotherapy|To correlate functional changes in tumor with responses to treatment using MR diffusion/perfusion imaging|To correlate the results of the biology studies in serum or tumor with PFS|To conduct gene expression profiling, CGH and SNP arrays in patients with high-grade gliomas|To assess telomerase activity, hTert expression, and telomere length in patients with high-grade gliomas|To assess the health-related quality of life of patients by parent report, and when possible, patient report at key points in therapy|To assess functional abilities and level of independence of patients during and following treatment	Children's Hospital Medical Center, Cincinnati|Genentech, Inc.	All	3 Years to 30 Years   (Child, Adult)	Early Phase 1	27	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HGG	May 2009	October 2014	December 2017	April 30, 2009		May 2, 2018	Ann & Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States		https://ClinicalTrials.gov/show/NCT00890786
117	NCT00795457	Effects of Vaccinations With HLA-A2-Restricted Glioma Antigen-Peptides in Combination With Poly-ICLC for Adults With High-Risk WHO Grade II Astrocytomas and Oligo-Astrocytomas		Completed	No Results Available	Astrocytoma|Oligo-Astrocytoma|Glioma	Biological: GAA/TT-peptide vaccine and poly-ICLC	Induction of GAA-specific T-cell response|The incidence and severity of adverse events associated with the vaccine regime will be assessed, with an early stopping rule based on the frequency of Regimen Limiting Toxicity (RLT).|Clinical Response: Radiological response will be determined using the standard WHO response criteria. Based on serial magnetic resonance imaging (MRI) scans 2-year progression-free survival (PFS) will be evaluated in an exploratory manner.|Biopsy/resection will be encouraged for patients who develop progression. Whenever post-vaccine tumor tissues are available, they will be analyzed for GAA expression status and infiltration of GAA-specific T-cells.|Influence of RT on induction of GAA-specific immune response: we will compare the rate and magnitude of GAA-specific immune responses in Cohorts 1 and Cohort 2 using IFN-gamma-enzyme-linked immuno-spot (ELISPOT), and tetramer assays.	Ian F. Pollack, M.D.|Oncovir, Inc.|University of Pittsburgh	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	13	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	07-057|R21CA133859-01A1	January 2009	February 2013	July 2015	November 21, 2008		July 6, 2017	Comprehensive Cancer Center of Wake Forest University, Winston-Salem, North Carolina, United States|University of Pittsburgh Cancer Institute, Pittsburgh, Pennsylvania, United States		https://ClinicalTrials.gov/show/NCT00795457
118	NCT01091792	Exploratory Study of the Modulation of the Immune System by VEGF Blockade in Patients With Glioblastoma Multiforme (GBM)		Completed	No Results Available	Glioblastoma Multiforme	Drug: Bevacizumab	Changes in the peripheral blood T-reg profile between pretreatment and 4 weeks after completion of treatment with the addition of bevacizumab to RT and TMZ in patients with glioblastoma|Immunologic shift in the phenotypic T cell, B cell, NK cell and DC repertoire induced by RT-TMZ-BEV comparing pretreatment and 4 weeks after completion of treatment	Dartmouth-Hitchcock Medical Center|Genentech, Inc.	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	13	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	D0947	March 2010	April 2, 2015	April 2, 2015	March 24, 2010		May 25, 2018	Dartmouth Hithcock Medcial Center, Lebanon, New Hampshire, United States		https://ClinicalTrials.gov/show/NCT01091792
119	NCT04034446	CD19-CD22 Chimeric Antigen Receptor T (CAR-T) Cell for Treatment of B Cell Acute Lymphoblastic Leukemia (B-ALL)		Not yet recruiting	No Results Available	Relapsed or Refractory B Cell Acute Lymphoblastic Leukemia	Biological: CD19-CD22 CAR-T cells	Number of participants with treatment-related adverse events as assessed by CTCAE v5.0|Overall remission rate (ORR)|Response at Day 28 days|Percentage of patients who achieve complete remission (CR) or complete remission with incomplete blood count recovery (CRi) at month 6 without SCT between CD19-CD22 CAR-T cells infusion and Month 6 response assessment.|Percentage of patients who achieve CR or CRi with minimal residual disease (MRD) negative bone marrow|Relapse-free survival (RFS)|Duration of remission (DOR)|Overall survival (OS)	Institute of Hematology & Blood Diseases Hospital|Juventas Cell Therapy Ltd.	All	3 Years and older   (Child, Adult, Older Adult)	Early Phase 1	10	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HY004001	August 2019	January 2020	December 2021	July 26, 2019		July 26, 2019	Institute of Hematology & Blood Diseases Hospital, Tianjin, China		https://ClinicalTrials.gov/show/NCT04034446
120	NCT03824964	Study of Anti-CD19/CD22 CAR NK Cells in Relapsed and Refractory B Cell Lymphoma		Not yet recruiting	No Results Available	Refractory B-Cell Lymphoma	Biological: Anti-CD19/CD22 CAR NK Cells	Occurrence of treatment related adverse events as assessed by CTCAE v4.0	Allife Medical Science and Technology Co., Ltd.|Beijing Cancer Hospital	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	10	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CD19/CD22 CAR NK-BJZL-01	February 1, 2019	January 1, 2020	January 1, 2021	January 31, 2019		January 31, 2019			https://ClinicalTrials.gov/show/NCT03824964
121	NCT03824951	Study of Anti-CD19 iCAR NK Cells in Relapsed and Refractory B Cell Lymphoma		Not yet recruiting	No Results Available	Refractory B-Cell Lymphoma	Biological: Anti-CD19 iCAR NK Cells	Occurrence of treatment related adverse events as assessed by CTCAE v4.0	Allife Medical Science and Technology Co., Ltd.|Beijing Cancer Hospital	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	10	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CD19 iCAR NK-BJZL-01	February 1, 2019	January 1, 2020	January 1, 2021	January 31, 2019		January 31, 2019			https://ClinicalTrials.gov/show/NCT03824951
122	NCT03692767	Study of Anti-CD22 CAR NK Cells in Relapsed and Refractory B Cell Lymphoma		Not yet recruiting	No Results Available	Refractory B-Cell Lymphoma	Biological: Anti-CD22 CAR NK Cells	Occurrence of treatment related adverse events as assessed by CTCAE v4.0	Allife Medical Science and Technology Co., Ltd.	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	9	Industry	Interventional	Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CD22 CAR NK-BJZL-01	March 2019	November 2020	November 2021	October 2, 2018		January 30, 2019			https://ClinicalTrials.gov/show/NCT03692767
123	NCT03690310	Study of Anti-CD19 CAR NK Cells in Relapsed and Refractory B Cell Lymphoma		Not yet recruiting	No Results Available	Refractory B-Cell Lymphoma	Biological: Anti-CD19 CAR NK Cells	Occurrence of treatment related adverse events as assessed by CTCAE v4.0	Allife Medical Science and Technology Co., Ltd.	All	18 Years to 70 Years   (Adult, Older Adult)	Early Phase 1	9	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CD19 CAR NK-BJZL-01	March 2019	November 2020	November 2021	October 1, 2018		January 31, 2019			https://ClinicalTrials.gov/show/NCT03690310
124	NCT03895944	ET190L1-ARTEMIS™ T Cells in Relapsed, Refractory B Cell Leukemia and Lymphoma		Recruiting	No Results Available	CD19+ Lymphoma, B-Cell|CD19+ Leukemia, B-Cell	Biological: ET190L1-ARTEMIS™ T cells -iv low dose|Biological: ET190L1-ARTEMIS™ T cells -iv middle dose|Biological: ET190L1-ARTEMIS™ T cells - iv high dose	Frequency of ARTEMIS T cell treatment-related adverse events|Number of ET190L1-ARTEMIS™ T cells in peripheral blood|% of ET190L1-ARTEMIS™ T cells in peripheral blood|Maximum Tolerated Dose|Tmax of serum cytokine levels|Time to baseline for serum cytokine levels|AUC of serum cytokine levels|Rate of disease response|Progression free survival (PFS)|Median Survival（MS）|Overall Survival（OS）|B cell depletion (Number)|B cell depletion (%)	First Affiliated Hospital Xi'an Jiaotong University|Eureka Therapeutics Inc.	All	18 Years to 75 Years   (Adult, Older Adult)	Early Phase 1	18	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	XJTU1AF2017LSL-C001	December 6, 2017	December 6, 2019	December 6, 2019	March 29, 2019		March 29, 2019	First Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China		https://ClinicalTrials.gov/show/NCT03895944
125	NCT03244176	Feasibility Study of Induction and Maintenance Avelumab Plus R-CHOP in Patients With Diffuse DLBCL: The AvR-CHOP Study	AvR-CHOP	Recruiting	No Results Available	Lymphomas Non-Hodgkin's B-Cell	Drug: Avelumab	Immune-related toxicity|Response Rate|Failure Free Survival|Overall Survival|Overall Toxicity of Treatment	Austin Health|Merck KGaA, Darmstadt, Germany	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	28	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	MS100070-0068	July 21, 2017	February 2021	July 2025	August 9, 2017		January 15, 2019	Ballarat Health, Ballarat, Victoria, Australia|Eastern Health, Box Hill, Victoria, Australia|Austin Health, Heidelberg, Victoria, Australia		https://ClinicalTrials.gov/show/NCT03244176
126	NCT01913119	A Pilot Study of Romidepsin in Relapsed or Refractory Extranodal NK/T-cell Lymphoma	Ro-ENKTL	Completed	No Results Available	Histologically Proven Extranodal NKTcell Lymphoma	Drug: Romidepsin	Rate of overall disease control including CR, PR, and SD|Number of participants with adverse events|Time to progression|overall survival	Samsung Medical Center|Celgene Corporation	All	20 Years to 79 Years   (Adult, Older Adult)	Early Phase 1	16	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2012-10-059	July 2013	July 2013	July 2013	July 31, 2013		July 31, 2013	National Cancer Center, Goyang-si, Gyeonggi-do, Korea, Republic of|Korea Cancer Center Hospital, Nowon-gu, Seoul, Korea, Republic of|Severance Hospital, Seodaemun-gu, Seoul, Korea, Republic of|Asan Medical Center, Songpa-gu, Seoul, Korea, Republic of		https://ClinicalTrials.gov/show/NCT01913119
127	NCT03099564	Pembrolizumab Plus Y90 Radioembolization in HCC Subjects		Recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Pembrolizumab|Device: Y90 radioembolization	Progression free survival (PFS)|Assess Safety - toxicities as defined by the NCI CTCAE v4|Time to progression (TTP)|Objective response rate (ORR)|Estimate overall survival (OS)	Autumn McRee, MD|Merck Sharp & Dohme Corp.|Hoosier Cancer Research Network	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	30	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HCRN GI15-225	March 28, 2017	July 2019	January 2020	April 4, 2017		April 3, 2019	Indiana University Melvin and Bren Simon Cancer Center, Indianapolis, Indiana, United States|The University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|University of Washington/Fred Hutchinson Cancer Research Center, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT03099564
128	NCT00863122	Concentration and Activity of Lapatinib in Vestibular Schwannomas		Completed	Has Results	Vestibular Schwannoma|NF2|Neurofibromatosis 2|Acoustic Neuroma|Auditory Tumor	Drug: lapatinib	Median Steady-state Lapatinib Plasma Concentrations at the Time of Surgical Resection|To Assess Whether Lapatinib Can Reach a Minimum Tumor Concentration Level of >3uM in VS After Oral Dosing.|Assess the Level of ErbB2 Phosphorylation in VS.|Assess Markers of Tumor Proliferation and Cell Death in VS After Exposure to Lapatinib.|Explore the Difference in the Concentration of Lapatinib Achieved in NF2-related Versus Idiopathic VS.|Perform NF2 Gene Mutation Analysis Via Exon Scanning and MLPA as Well as Protein Expression in All VS and Explore Differences Between Sporadic and NF2 Related VS.	Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins|The Children's Tumor Foundation|GlaxoSmithKline|New York University|Ohio State University|House Research Institute|Washington University School of Medicine|Weill Medical College of Cornell University|Massachusetts General Hospital	All	18 Years and older   (Adult, Older Adult)	Early Phase 1	26	Other|Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science	J0867|NA_00020841	June 2009	August 2014	August 2014	March 17, 2009	November 26, 2018	February 27, 2019	House Reserach Institute, Los Angeles, California, United States|Johns Hopkins Hospital, Baltimore, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Washington University Medical Center, Saint Louis, Missouri, United States|New York University Medical Center, New York, New York, United States|Weil Cornell Medical College, New York Presbyterian Hospital, New York, New York, United States|Ohio State University Medical Center, Columbus, Ohio, United States		https://ClinicalTrials.gov/show/NCT00863122
129	NCT03993821	Burosumab for CSHS		Not yet recruiting	No Results Available	Cutaneous Skeletal Hypophosphatemia Syndrome (CSHS)|Epidermal Nevus Syndrome	Drug: Burosumab	Serum Phosphorus change|Changes in 1,25(OH)2-Vitamin D|Changes in tubular reabsorption of phosphate (TRP)|Changes in TmP/GFR (the ratio of renal tubular maximum phosphate reabsorption rate to glomerular filtration rate|Biomechanical Marker|6-minute walk test|Sit-to-Stand test (STST)|Brief Pain Inventory (BPI)|Brief Fatigue Inventory (BFI)|SF36 item short health survey (SF-36)|PROMIS Pain Intensity|PROMIS Pain Interference|PROMIS Physical Function with Mobility Aid|PROMIS Fatigue	Laura Tosi|Children's Research Institute|Ultragenyx Pharmaceutical Inc	All	Child, Adult, Older Adult	Early Phase 1	1	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	IRB 11746	August 2019	August 2020	August 2021	June 21, 2019		June 21, 2019			https://ClinicalTrials.gov/show/NCT03993821
