Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
28	NCT02612532	Lung Cancer Indicator Detection	LuCID	Recruiting	No Results Available	Lung Cancer	Device: ReCIVA breath sampler	Area Under the Curve for the diagnostic algorithm for lung cancer with optimal point sensitivity, specificity negative and positive predictive values.|Fraction of within group variability in exhaled VOCs explained by factors not primarily related to disease proces|Identified exhaled biomarkers associated with tumor stage and size.	Owlstone Ltd|Papworth Hospital|University Hospitals, Leicester|University College, London|Universitätsklinikum Leipzig|University Hospital, Antwerp|University Hospital, Ghent|University of Bari|University of Athens|Glenfield Hospital|Peterborough and Stamford Hospitals NHS Foundation Trust|University Hospitals of North Midlands NHS Trust|Manchester University NHS Foundation Trust|University Hospital Southampton NHS Foundation Trust|Buckinghamshire Healthcare NHS Trust|Wirral University Teaching Hospital NHS Trust|South Tyneside and Sunderland NHS Foundation Trust|Aintree University Hospitals NHS Foundation Trust|Clinical Research and Trials Unit (Norfolk & Norwich University Hospital, UK)|Barnet and Chase Farm Hospitals NHS Trust|Liverpool Heart and Chest Hospital NHS Foundation Trust	All	18 Years and older   (Adult, Older Adult)	Not Applicable	520	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	LuCID-2	October 2015	August 2019	August 2020	November 24, 2015		June 1, 2017	UZA University Hospital Antwerp, Antwerp, Belgium|UZG University Hospital Gent, Gent, Belgium|University Hospital Leipzig, Leipzig, Germany|University Hospital Bari, Bari, Italy|PapworthHospital, Cambridge, Cambridgeshire, United Kingdom|Buckinghamshire Healthcare Trusts, Buckinghamshire, United Kingdom|West Hertfordshire Hospital NHS Trust, Hertfordshire, United Kingdom|University Hospital of Leicester, Leicester, United Kingdom|University Hospital Aintree NHS Foundation Trust, Liverpool, United Kingdom|University College London, London, United Kingdom|University Hospital of South Manchester NHs Foundation Trust, Manchester, United Kingdom|Nottingham University Hospital NHS Trust, Nottingham, United Kingdom|Peterborough and Stamford Hospital, Peterborough, United Kingdom|South Tyneside District Hospital, South Shields, United Kingdom|Southampton General Hospital, Southampton, United Kingdom|Royal Stoke University Hospital NHS Trust, Stoke, United Kingdom|Wirral University Teaching Hospital NHS Foundation Trust, Upton, United Kingdom		https://ClinicalTrials.gov/show/NCT02612532
29	NCT03740984	Effects of Music or Hypnotherapy on Cancer Patients During Chemotherapy	F-Chem	Recruiting	No Results Available	Breast Neoplasm|Ovary Cancer	Other: Interventions are self controlled by the patient via a mp3 player and noise reduction headphones.	ZSDS = Zung Self-rating Depression Scale|Quality of life questionnaire - Core30|Patient diary, number of emetic episodes, the intensity of Nausea and QoL evaluation (functional living index-emesis questionnaire)|Fatigue assessment questionnaire (FAQ)|Screening Scale for Taste Alteration (TA)|Change of heart rate	Dr. Horst Schmidt Klinik GmbH|Deutsche Gesellschaft für hypnose und hypnotherapie E.V.	All	18 Years and older   (Adult, Older Adult)	Not Applicable	183	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care	Gyn F-Chem	February 1, 2018	February 1, 2022	September 1, 2023	November 14, 2018		February 22, 2019	Klinik für Gynäkologie und gynäkologischen Onkologie, Wiesbaden, Hessen, Germany|Helios Berlin Buch, Berlin, Germany|Zentrum für ambulante gynäkologische Onkologie (ZAGO), Krefeld, Germany|Helios Kliniken Schwerin GmbH, Schwerin, Germany		https://ClinicalTrials.gov/show/NCT03740984
30	NCT01045187	Feasibility Study Using the Xoft System for the Treatment of Endometrial Cancer		Completed	Has Results	Endometrial Cancer	Radiation: brachytherapy|Radiation: Xoft Axxent Electronic Brachytherapy System	Assess Number of Patients Who Were Able to Complete Treatment Delivery Using the Axxent Electronic Brachytherapy System|Assess Acute Safety Outcomes in Patients During and After Vaginal Cuff Brachytherapy Treatment With the Axxent Electronic Brachytherapy System as Incorporated in to the Physician's Current Standard of Practice|Assess Occurence Rate of Toxicities	Xoft, Inc.	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	15	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	TPR-0209	October 2008	January 2010	April 2010	January 8, 2010	February 21, 2011	August 1, 2012	Cancer Treatment Services Arizona, Casa Grande, Arizona, United States|Southwest Oncology Center, Phoenix, Arizona, United States|Beverly Oncology & Imaging Medical Center, Inc, Montebello, California, United States|Swedish Covenant Hospital, Chicago, Illinois, United States|Little Company of Mary Hospital, Evergreen Park, Illinois, United States|Rhode Island Hospital, Providence, Rhode Island, United States		https://ClinicalTrials.gov/show/NCT01045187
31	NCT03243734	trūFreeze® Palliative Esophageal Cancer		Recruiting	No Results Available	Esophageal Cancer	Device: trūFreeze® System spray cryotherapy	Change from baseline EORTC at 14 days post cryotherapy procedure|Change from baseline dysphagia scale at 14 days post cryotherapy procedure|Time to additional interventional procedure(s) other than spray cryotherapy (e.g. stent placement)|Overall Survival|Mean change in the amount of residual tumor from baseline to follow-up cryospray delivery session	CSA Medical, Inc.	All	18 Years to 89 Years   (Adult, Older Adult)	Not Applicable	50	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	017	November 6, 2017	November 2021	November 2022	August 9, 2017		July 30, 2019	Cancer Treatment Centers of America Western Regional Medical Center, Goodyear, Arizona, United States|Scripps Clinic Torrey Pines, La Jolla, California, United States|University of California at Irvine, Orange, California, United States|Emory University, Atlanta, Georgia, United States|Cancer Treatment Centers of America Midwestern Regional Medical Center, Zion, Illinois, United States|Parkview Comprehensive Cancer Center, Fort Wayne, Indiana, United States|Spectrum Health, Grand Rapids, Michigan, United States|Dartmouth-Hotchcock Medical Center, Lebanon, New Hampshire, United States|North Shore-Long Island Jewish Medical Center, Manhasset, New York, United States|University of Rochester, Rochester, New York, United States|University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, United States|Virginia Commonwealth University, Richmond, Virginia, United States		https://ClinicalTrials.gov/show/NCT03243734
32	NCT03908671	Clinical Study of Personalized mRNA Vaccine Encoding Neoantigen in Patients With Advanced Esophageal Cancer and Non-small Cell Lung Cancer		Not yet recruiting	No Results Available	Esophageal Cancer|Non Small Cell Lung Cancer	Biological: Personalized mRNA Tumor Vaccine	Number of participants with treatment-related adverse events as assessed by CTCAE v4.03|Disease Control Rate (DCR)|Progression-free Survival (PFS)|Time to Tumor Progression (TTP)|Overall Survival (OS)	Stemirna Therapeutics|The First Affiliated Hospital of Zhengzhou University	All	18 Years to 75 Years   (Adult, Older Adult)	Not Applicable	24	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	STZD-1801	May 2019	September 2020	September 2022	April 9, 2019		April 9, 2019			https://ClinicalTrials.gov/show/NCT03908671
33	NCT03491917	Fujifilm DBT Plus S-View Versus FFDM Alone in the Detection of Breast Cancer		Completed	No Results Available	Breast Cancer	Device: DBT plus S-View|Device: FFDM alone	Non-inferior per subject AUC	Fujifilm Medical Systems USA, Inc.	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	100	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	FMSU2017-002A	November 3, 2017	December 31, 2017	February 15, 2018	April 9, 2018		April 12, 2018	International HealthCare, LLC, Norwalk, Connecticut, United States		https://ClinicalTrials.gov/show/NCT03491917
34	NCT00147056	MRI-Guided Focused Ultrasound Feasibility Study for Brain Tumors		Recruiting	No Results Available	Brain Tumor	Device: ExAblate transcranial system	Number of subjects with Serious and Non-Serious Adverse Events after MRI Guided Focused ultrasound treatment for brain tumors	InSightec	All	18 Years to 70 Years   (Adult, Older Adult)	Not Applicable	10	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	BT002	August 2012	December 2022	December 2022	September 7, 2005		January 10, 2019	Brigham and Women's Hospital, Boston, Massachusetts, United States|Swedish Medical Center, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT00147056
35	NCT03501693	Fujifilm DBT Plus S-View Versus FFDM Alone in the Detection of Breast Cancer - A Pivotal Study		Completed	No Results Available	Breast Cancer	Device: DBT plus S-View|Device: FFDM Alone	Non-inferior per subject AUC|Non-inferior per-subject average recall rate for all non-cancer cases for DBT plus S-View versus FFDM|Non-inferior per-subject average recall rate for DBT plus S-View versus FFDM for all cancer cases|Non-inferior per-subject average sensitivity for DBT plus S-View versus FFDM	Fujifilm Medical Systems USA, Inc.	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	300	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	FMSU2017-002B	April 6, 2018	May 24, 2018	August 31, 2018	April 18, 2018		October 16, 2018	International HealthCare, LLC, Norwalk, Connecticut, United States		https://ClinicalTrials.gov/show/NCT03501693
36	NCT03039127	Immunostimulating Interstitial Laser Thermotherapy in Breast Cancer		Completed	No Results Available	Breast Neoplasms	Device: Immunostimulating Interstitial Laser Thermotherapy	Treatment effect by radiology|Safety (adverse events)|Usability (user evaluation of instrument)	Clinical Laserthermia Systems AB|Nottingham University Hospitals NHS Trust	All	Child, Adult, Older Adult	Not Applicable	3	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CTP-2015-009	June 2016	July 2018	August 2018	February 1, 2017		January 30, 2019	Nottingham Breast Cancer Institute, Nottingham, United Kingdom		https://ClinicalTrials.gov/show/NCT03039127
37	NCT03296683	Evaluation of a 3D Functional Metabolic Imaging and Risk Assessment System in Classifying Women for Likelihood of Breast Cancer		Recruiting	No Results Available	Breast Cancer	Device: MIRA device imaging	Increase in incremental cancer detection rate	Real Imaging Ltd.	Female	24 Years and older   (Adult, Older Adult)	Not Applicable	1200	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening	960-CLP-ITL_RI8 _ITS1	May 23, 2017	September 2019	September 2021	September 28, 2017		June 19, 2018	Policlinico San Donato, San Donato Milanese, Italy		https://ClinicalTrials.gov/show/NCT03296683
38	NCT02388074	Sputum Labeling Utilizing Synthetic Meso-Tetra (4-Carboxyphenyl) Porphine (TCPP) for Detection of Lung Cancer		Completed	Has Results	Lung Cancer	Device: CyPath®	Number of Red Fluorescent [i.e., Cancer] Cells (RFCs) in Sputum From Healthy Participants	bioAffinity Technologies Inc.|Radiology Associates of Albuquerque	All	18 Years and older   (Adult, Older Adult)	Not Applicable	25	Industry|Other	Interventional	Intervention Model: Single Group Assignment|Masking: Single (Investigator)|Primary Purpose: Diagnostic	MODA-002	March 2015	April 2015	April 2015	March 13, 2015	June 17, 2015	July 14, 2015	Radiology Associates of Albuquerque (RAA), Albuquerque, New Mexico, United States		https://ClinicalTrials.gov/show/NCT02388074
39	NCT02438358	Feasibility Study of Intraoperative Imaging in Breast Cancer		Completed	No Results Available	Breast Cancer	Drug: LUM015|Device: LUM 2.6 Imaging Device	To evaluate the detection algorithm for identifying residual cancer in the tumor|Number of patients with Adverse Events as a measure of safety of the LUM Imaging System in breast cancer subjects.|To determine the dose of LUM015 to be used in the pivotal trial	Lumicell, Inc.|National Cancer Institute (NCI)|Massachusetts General Hospital|Dana-Farber Cancer Institute	Female	18 Years and older   (Adult, Older Adult)	Not Applicable	60	Industry|NIH|Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other	LUM-015/2.6-001|1R21CA173762	June 2015	September 2017	October 2017	May 8, 2015		November 2, 2018	Massachusetts General Hospital, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT02438358
40	NCT03080155	Evaluation of a Three Dimensional Functional Metabolic Imaging and Risk Assessment System in Classifying Women for Likelihood of Breast Cancer		Recruiting	No Results Available	Breast Cancer	Device: MIRA device imaging	determining MIRA's PPV (positive predictive value)	Real Imaging Ltd.	Female	30 Years to 79 Years   (Adult, Older Adult)	Not Applicable	680	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic	960-CLP-GER_Multimodality_GER1	September 2016	September 2018	October 2018	March 15, 2017		June 19, 2018	BrustZentrum, Göttingen, Germany		https://ClinicalTrials.gov/show/NCT03080155
41	NCT03375827	Feasibility of an Individualized Goals of Care Discussion Guide for Advanced Breast Cancer		Active, not recruiting	No Results Available	Breast Cancer	Other: IGCDG	Recruitment rate|Attrition rate|Change in distress|Evaluate baseline preferences for care among patients with metastatic breast cancer via the Individualized Goals of Care Discussion Guide (IGCDG) questionnaire|The Satisfaction with Decision Making Scale|The Decisional Conflict Scale|Modified Control Preferences Scale|Patient Satisfaction with Cancer Care	Massachusetts General Hospital|Pfizer	All	18 Years and older   (Adult, Older Adult)	Not Applicable	45	Other|Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research	17-398	January 22, 2018	November 30, 2020	November 30, 2020	December 18, 2017		December 24, 2018	Massachusetts General Hospital, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT03375827
