Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
401	NCT01388907	Efficacity Assessment of PREVADH® in Adhesion Prevention in Gynaecologic Surgery		Completed	Has Results	Uterine Fibroids|Fertility Disorders	Other: Ringer lactate solution|Device: Prevadh film	Number of Patients With Adhesions to Uterine Scars|Fertility|Adnexal Adhesions|mAFS Abdominopelvic Adhesion Score	Medtronic - MITG|Registrat-Mapi	Female	20 Years to 42 Years   (Adult)	Phase 4	61	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	CLI 9821-2	May 2006	June 2008	June 2011	July 7, 2011	November 17, 2016	November 17, 2016	University Hospital, Angers, France|Clinique du Tondu, Bordeaux, France|Béclère Hospital (Public Assistance of Paris Hospital), Clamart, France|UNIVERSITY HOSPITAL Estaing, Clermont-ferrand, France|University Carémeau Hospital, Nimes, France|TENON Hospital (Public Assistance of Paris Hospital), Paris, France|TROUSSEAU Hospital (Public Assistance of Paris Hospital), Paris, France|Bichat Hospital - Claude Bernard (Public Assistance of Paris Hospital), Paris, France|South University Hospital, Rennes, France|Centre Hospitalier des quatre villes, Sevres, France|Versailles Hospital, Versailles, France		https://ClinicalTrials.gov/show/NCT01388907
402	NCT01498640	Retreatment of Recurrent Dupuytren's Contractures		Completed	Has Results	Dupuytren's Disease	Biological: Collagenase clostridium histolyticum	Clinical Success|Percent Change From Baseline in Degree of Contracture|Change in Range of Motion|Physician Global Assessment of Improvement|Subject Global Assessment of Satisfaction|Recurrence of Contracture	Endo Pharmaceuticals	All	18 Years and older   (Adult, Older Adult)	Phase 4	52	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	AUX-CC-862	March 2012	October 2013	October 2013	December 23, 2011	February 20, 2015	October 5, 2017	HOPE Research Institute, Phoenix, Arizona, United States|Rockford Orthopedic Associates, Rockford, Illinois, United States|The Indiana Hand to Shoulder Center, Indianapolis, Indiana, United States|Marquette General Health System, Marquette, Michigan, United States|East River Professional Building, New York, New York, United States|Health Reserarch Institute, Oklahoma City, Oklahoma, United States|Hand Microsurgery and Reconstructive Orthopaedics, Erie, Pennsylvania, United States|Peninsula Private Hospital, Kippa Ring, Queensland, Australia|AusTrials Sherwood, Sherwood, Queensland, Australia|Emeritus Research, Malvern East, Victoria, Australia|Uppsala Akademiska University Hospital, Uppsala, SE, Sweden|Pulvertaft Hand Center, Derby, GB, United Kingdom|Newcastle Upon Tyne Hospitals, Newcastle, GB, United Kingdom		https://ClinicalTrials.gov/show/NCT01498640
403	NCT00925288	Acceptability of Human Papillomavirus (HPV) Vaccine in Female Sex Workers	Girasol	Completed	Has Results	Human Papillomavirus Infection	Biological: Gardasil	Antibody Response to HPV Vaccine for HPV 6,11,16,18.|Proportion of Female Sex Workers Who Complete the Three Dose (0, 2, 6 Month) HPV Schedule in a Timely Manner Compared to the Modified (0, 3, 6 Month) Schedule.|Prevalence of Infection With HPV Subtypes (6,11,16,18) Among Female Sex Workers|Identify Barriers to Acceptance of HPV Vaccine Among Female Sex Workers	Johns Hopkins Bloomberg School of Public Health|Merck Sharp & Dohme Corp.|NGO Via Libre|Universidad Peruana Cayetano Heredia	Female	18 Years to 26 Years   (Adult)	Phase 4	200	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	Merck IISP 35706|IRB00001625	October 2009	August 2011	August 2011	June 22, 2009	October 11, 2012	October 11, 2012	NGO Via Libre, Lima, Peru		https://ClinicalTrials.gov/show/NCT00925288
404	NCT01416025	A Trial Comparing Efficacy and Safety of Voriconazole Administered With Therapeutic Drug Monitoring vs. Standard Dosing	VoriTDM	Completed	Has Results	Fungal Infection	Drug: Prospective TDM Arm	Number of Participants With Treatment Failure	Johns Hopkins University|Pfizer	All	12 Years to 100 Years   (Child, Adult, Older Adult)	Phase 4	29	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	NA_00041916	January 2012	December 2014	December 2014	August 12, 2011	May 23, 2016	August 18, 2016	Johns Hopkins, Baltimore, Maryland, United States		https://ClinicalTrials.gov/show/NCT01416025
405	NCT00211198	Study of ONTAK® to Treat Cutaneous T-Cell Lymphoma (CTCL)		Completed	No Results Available	Lymphoma, T-Cell, Cutaneous	Drug: ONTAK (denileukin difitox, DAB389IL-2)	To estimate response rates (CR + CCR + PR) according to CD25 status (CD25 positive and negative) after 4 cycles of ONTAK.|Physician's Global Assessment (PGA)|Time to Event Variables - Time to response, remission, treatment failure|Response based on the CD25 status|Response based on patient demographics: stage of disease, age, sex, performance status, total dose|Number of cycles completed|6. Assess safety and tolerability of ONTAK	Eisai Inc.|Tufts Medical Center|National Cancer Institute (NCI)|Ligand Pharmaceuticals	All	18 Years and older   (Adult, Older Adult)	Phase 4	60	Industry|Other|NIH	Interventional	Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	#33	May 2001	January 2005	January 2006	September 21, 2005		March 5, 2008	City of Hope National Medical Center, Duarte, California, United States|Yale University School of Medicine, New Haven, Connecticut, United States|The University of Iowa, Iowa City, Iowa, United States|New England Medical Center, Boston, Massachusetts, United States|University Hospitals of Cleveland, Cleveland, Ohio, United States|Ohio State University, Columbus, Ohio, United States|University of Pittsburgh, Pittsburgh, Pennsylvania, United States|Vanderbilt University, Nashville, Tennessee, United States|The University of Texas MD Anderson Cancer Center, Houston, Texas, United States		https://ClinicalTrials.gov/show/NCT00211198
406	NCT03181984	Postmarketing Safety Study of Hemoporfin in Patients With Port Wine Stain		Recruiting	No Results Available	Port-Wine Stain	Drug: Hemoporfin	Number of participants with treatment-related adverse events|Satisfaction rating of the overall treatment by subjects|Satisfaction rating of the overall treatment by investigators|Response rate	Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.	All	14 Years to 65 Years   (Child, Adult, Older Adult)	Phase 4	1500	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	HMME-S1612	August 31, 2017	December 2021	December 2021	June 9, 2017		July 8, 2019	The 2nd Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang, China|Affiliated Hospital of Hebei Medical College of traditional Chinese Medicine, Shijiazhuang, Herbei, China|Wuxi People's Hospital, Wuxi, Jiangsu, China|West China Hospital, Sichuan University, Chengdu, Sichuan, China|Peking University First Hospital, Beijing, China|PLA Army General Hospital, Beijing, China|Shanghai Dermatology Hospital, Shanghai, China		https://ClinicalTrials.gov/show/NCT03181984
407	NCT03125057	A Pilot Study of Hemoporfin PDT in Children With Port-wine Stain		Recruiting	No Results Available	Port-wine Stain	Drug: Hemoporfin PDT	Response rate	Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.	All	7 Years to 14 Years   (Child)	Phase 4	40	Industry	Interventional	Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	HMME-C1610	August 2, 2017	February 2020	February 2020	April 24, 2017		July 8, 2019	Beijing Children's Hospital, Capital Medical University, Beijing, China		https://ClinicalTrials.gov/show/NCT03125057
408	NCT03212625	The Effect of Urea Cream on Sorafenib-associated Hand-Foot Skin Reaction		Active, not recruiting	No Results Available	Hepatocellular Carcinoma	Drug: Urea Cream 20%|Drug: Placebos	Cumulative incidence of Hand-Foot Skin Reaction(HFSR) on each group|Cumulative incidence of severe HFSR on each group|Incidence of dose reduction or discontinuation of sorafenib due to HFSR on each group|Assessment of Quality Of Life (QOL)|Overall survival|Tumor response|Other side effect|Incidence of HFSR on 2, 4, 8, and 12 weeks on each group	Korea University Guro Hospital|Hanmi Pharmaceutical Company Limited	All	Child, Adult, Older Adult	Phase 4	288	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	KUGH15337	January 28, 2016	January 31, 2019	January 31, 2019	July 11, 2017		January 4, 2019	Korea University Guro Hospital, Seoul, Korea, Republic of		https://ClinicalTrials.gov/show/NCT03212625
409	NCT02227316	Effectiveness of IV Acetaminophen and IV Ibuprofen in Reducing Post Procedural Pain in the UFE Procedure		Completed	Has Results	Symptomatic Uterine Fibroids and Adenomyosis	Drug: IV Ibuprofen|Drug: IV Acetaminophen|Drug: Intravenous placebo/Intravenous placebo	Evaluation of Maximum Pain Intensity Change Over 24 Hours With the Addition of IV Acetaminophen and IV Ibuprofen|Evaluation of Mean Pain Intensity Over 24 Hours With the Addition of IV Acetaminophen and IV Ibuprofen|Mean Nausea Intensity|Opioid Consumption|Anti-Emetic Consumption|Maximum Nausea Intensity	University of California, Los Angeles|Sponsor Name Pending	Female	21 Years to 60 Years   (Adult)	Phase 4	40	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Supportive Care	14000359	August 2014	September 2016	September 2016	August 28, 2014	June 8, 2018	June 8, 2018	Ronald Reagan UCLA Medical Center, Los Angeles, California, United States|Santa Monica/UCLA Medical Center and Orthopaedic Hospital, Santa Monica, California, United States		https://ClinicalTrials.gov/show/NCT02227316
410	NCT00376064	Efficacy of Octreotide Acetate and Cabergoline in Patients With Acromegaly		Completed	No Results Available	Acromegaly	Drug: Octreotide acetate and cabergoline/Octrotide and Somavert	Biochemical control (% of patients) as measured by GH- and IGF-1-values (baseline, EOS)|Effect of tumor size|Biochemical control (mean, normalization) as measured by GH- and/or IGF-1-values|Control clinical of symptoms of acromegaly|Quality of Life assessment|Safety and tolerability as assessed by frequency of AEs	Novartis Pharmaceuticals|Novartis	All	18 Years and older   (Adult, Older Adult)	Phase 4	20	Industry	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	CSMS995BDE16	March 2006	January 2010		September 14, 2006		March 6, 2017	Novartis Investigative Site, Aachen, Germany|Novartis Investigative Site, Berlin, Germany|Novartis Investigative Site, Bochum, Germany|Novartis Investigative Site, Erlangen, Germany|Novartis Investigative Site, Essen, Germany|Novartis Investigative Site, Greifswald, Germany|Novartis Investigative Site, Heidelberg, Germany|Novartis Investigative Site, Koln, Germany|Novartis Investigative Site, Leipzig, Germany|Novartis Investigative Site, Marburg, Germany|Novartis Investigative Site, Muenchen, Germany|Novartis Investigative Site, Oldenburg, Germany|Novartis Investigative Site, Regensburg, Germany|Novartis Investigative Site, Tubingen, Germany|Novartis Investigative Site, Ulm, Germany|Novartis Investigative Site, Wurzburg, Germany		https://ClinicalTrials.gov/show/NCT00376064
411	NCT00324272	Post-Operative Drainage Following Lymph Node Dissection		Completed	Has Results	Malignant Melanoma|Carcinoma, Squamous Cell	Drug: Fibrin Sealant (Tisseel) used in the Experimental Arm.	Post-operative Wound Drainage.|Length of Hospital Inpatient Stay.|Length of Time Drains Remain in Situ.|Number of Patients With Post-operative Complications (Excluding Lymphoedema).|Post Operative Pain Score Measured on 1st Post-operative Day.|Disease Recurrence.|Death.	Oxford University Hospitals NHS Trust|Baxter Healthcare Corporation	All	18 Years and older   (Adult, Older Adult)	Phase 4	74	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment	C02.240	January 2003	December 2006	June 2010	May 10, 2006	August 11, 2011	August 11, 2011			https://ClinicalTrials.gov/show/NCT00324272
412	NCT00978939	Impact of Aggressive Versus Standard Drainage Regimen Using a Long Term Indwelling Pleural Catheter	ASAP	Completed	No Results Available	Pleural Effusion, Malignant	Other: Standard Drainage Instructions|Other: Aggressive Drainage Instructions	To compare the incidence of auto-pleurodesis utilizing aggressive drainage versus standard drainage protocols with the PleuRx® catheter|To determine the median time to auto-pleurodesis utilizing aggressive drainage versus standard drainage protocols with the PleuRx® catheter|To assess the effects of aggressive drainage versus standard drainage protocols with the PleuRx® catheter on functional health status|To determine predictors of auto-pleurodesis (volume and rate of pleural fluid drainage, biochemical, and radiographic) using post-hoc analysis in both the aggressive and standard drainage protocols|To determine patient and caregivers' satisfaction with the PleuRx® catheter using a questionnaire	Duke University|CareFusion	All	19 Years and older   (Adult, Older Adult)	Phase 4	150	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment	Pro00016092	August 2009	March 2013	October 2013	September 17, 2009		December 30, 2013	National Jewish Medical Center, Denver, Colorado, United States|Johns Hopkins University, Baltimore, Maryland, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Lahey Clinic, Burlington, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|University of Utah, Salt Lake City, Utah, United States		https://ClinicalTrials.gov/show/NCT00978939
