NCT01253213	BR55
NCT03634982	RMC-4630
NCT02690337	DS-1123
NCT00969046	EPO906
NCT00969046	patupilone
NCT00932373	trastuzumab-MCC-DM1
NCT03313778	mRNA-4157
NCT03313778	Pembrolizumab
NCT03864042	losartan
NCT03864042	dextromethorphan
NCT03864042	caffeine
NCT03864042	omeprazole
NCT03864042	midazolam
NCT03864042	rosuvastatin
NCT03864042	bupropion
NCT03864042	encorafenib
NCT03864042	binimetinib
NCT03864042	modafinil
NCT02106845	Digoxin
NCT02106845	Rosuvastatin
NCT02106845	Regorafenib
NCT02106845	Stivarga
NCT02106845	BAY73-4506
NCT01007032	Cixutumumab
NCT02734615	LSZ102
NCT02734615	LEE011
NCT02734615	BYL719
NCT03086239	Rovalpituzumab
NCT03086239	tesirine
NCT02260661	AZD8835
NCT02260661	AZD8835
NCT02260661	fulvestrant
NCT03819465	Durvalumab
NCT03819465	Danvatirsen
NCT03819465	Oleclumab
NCT03819465	Pemetrexed
NCT03819465	Carboplatin
NCT03819465	Gemcitabine
NCT03819465	Cisplatin
NCT03819465	Nab-paclitaxel
NCT00759785	dalotuzumab
NCT00759785	MK0646
NCT01513083	trastuzumab
NCT01513083	emtansine
NCT03219268	MGD013
NCT03219268	MGD013
NCT03219268	margetuximab
NCT02051751	BYL719
NCT02051751	Paclitaxel
NCT03474861	anticancer
NCT03474861	IC01
NCT02265536	LY3022855
NCT00508586	PTC299
NCT01476137	GSK1120212
NCT01476137	GSK2110183
NCT01351688	AZD3514
NCT00426556	Everolimus
NCT00426556	Trastuzumab
NCT00426556	Paclitaxel
NCT02599714	AZD2014
NCT02599714	Palbociclib
NCT02599714	Fulvestrant
NCT00637039	AZD8931
NCT03310957	SGN-LIV1A
NCT03310957	Pembrolizumab
NCT01899053	MLN0128
NCT01899053	MLN1117
NCT03565445	ASP1948
NCT03565445	nivolumab
NCT02513472	Eribulin
NCT02513472	Mesylate
NCT02513472	Pembrolizumab
NCT01918254	Paclitaxel
NCT01918254	Pertuzumab
NCT01918254	Lumretuzumab
NCT00800345	Topotecan
NCT00800345	Pazopanib
NCT03135951	SPI-2012
NCT03447314	GSK1795091
NCT03447314	GSK3174998
NCT03447314	GSK3359609
NCT03447314	Pembrolizumab
NCT02738970	Trastuzumab
NCT02738970	Pertuzumab
NCT01928459	BGJ398
NCT01928459	BYL719
NCT02361112	pyrotinib
NCT02361112	capecitabine
NCT02081495	DOXIL/CAELYX
NCT02081495	DOXIL/CAELYX
NCT00033241	erlotinib
NCT00033241	hydrochloride
NCT00033241	gemcitabine
NCT00033241	hydrochloride
NCT02267967	Sulfatinib
NCT02219711	MGCD516
NCT00540943	Pazopanib
NCT00540943	Cetuximab
NCT00540943	Irinotecan
NCT03855358	TQB2450
NCT03855358	Anlotinib
NCT03855358	Hydrochioride
NCT02650817	RAD1901
NCT03435289	Gemcitabine
NCT03435289	Nab-paclitaxel
NCT01347645	FOLFIRI
NCT01347645	E7820
NCT00497497	bevacizumab
NCT00497497	cetuximab
NCT00497497	FOLFIRI
NCT00497497	irinotecan
NCT00497497	PRO95780
NCT01915498	AG-221
NCT03995888	rhPSMA-7.3
NCT00904787	ENMD-2076
NCT02025192	Tucatinib
NCT02025192	Capecitabine
NCT02025192	Trastuzumab
NCT03953833	anti-HER2
NCT03953833	antibody
NCT03953833	injection.R
NCT03400306	Veliparib
NCT03400306	Veliparib
NCT03400306	Carboplatin
NCT03400306	Paclitaxel
NCT02316171	CVA21
NCT02316171	Mitomycin
NCT01916447	TAS-102
NCT01916447	CPT-11
NCT01916447	Bevacizumab
NCT01905228	CBL0137
NCT03088527	RAD140
NCT00788931	LBH589
NCT00788931	LBH589
NCT00788931	trastuzumab
NCT00788931	paclitaxel
NCT00882674	RG1507
NCT01254526	GDC-0980
NCT01254526	bevacizumab
NCT01254526	paclitaxel
NCT00129337	Bavituximab
NCT00426530	everolimus
NCT00426530	RAD001
NCT00091806	panitumumab
NCT00091806	ABX-EGF
NCT00091806	Panitumumab
NCT03742349	spartalizumab
NCT03742349	LAG525
NCT03742349	NIR178
NCT03742349	capmatinib
NCT03742349	MCS110
NCT03742349	canakinumab
NCT02511795	AZD1775
NCT02511795	Olaparib
NCT02610075	AZD1775
NCT03974594	Trifluridine
NCT03974594	Tipiracil
NCT03974594	TAS-102
NCT03569280	KPG-121
NCT03569280	escalation
NCT03569280	Enzalutamide
NCT02390427	Taselisib
NCT02390427	Trastuzumab
NCT02390427	emtansine
NCT02390427	Pertuzumab
NCT02390427	Trastuzumab
NCT02390427	Paclitaxel
NCT00663741	Sorafenib
NCT00663741	Nexavar
NCT00663741	BAY43-9006
NCT03201913	TTC-352
NCT02575651	Fluzoparib
NCT01608867	OMP-54F28
NCT02154776	LEE011
NCT02154776	Buparlisib
NCT02154776	Letrozole
NCT00516438	KU-0059436
NCT00516438	AZD2281
NCT00516438	PARP
NCT00516438	inhibitor
NCT00516438	Topotecan
NCT00345761	Bevacizumab
NCT00345761	Oxaliplatin
NCT00345761	Capecitabine
NCT00950742	Trastuzumab
NCT01837095	POL6326
NCT01126749	gemcitabine
NCT01126749	cisplatin
NCT01126749	E7389
NCT01126749	gemcitabine
NCT01126749	cisplatin
NCT00996762	lapatinib
NCT00836888	ONO-4538
NCT02228369	AZD3759
NCT02228369	AZD9291
NCT03595059	ABBV-155
NCT03595059	Paclitaxel
NCT03595059	Docetaxel
NCT00960349	Cediranib
NCT00960349	Cisplatin
NCT00960349	Capecitabine
NCT02559674	Gemcitabine
NCT02559674	Nab-paclitaxel
NCT02559674	ALT-803
NCT03842085	Humanized
NCT03842085	Bispecific
NCT03842085	Antibody
NCT03842085	MBS301
NCT00663832	LBH589
NCT00663832	panobinostat
NCT01943461	Avelumab
NCT02528357	GSK3174998
NCT02528357	Pembrolizumab
NCT01490749	RAD001
NCT01490749	XELOX
NCT01490749	Carboplatin
NCT00171587	vatalanib
NCT00423449	vorinostat
NCT00423449	Gemcitabine
NCT00423449	Platinum-based
NCT03450109	LY01005
NCT03450109	Zoladex
NCT02442531	CriPec®
NCT02442531	docetaxel
NCT03101280	Atezolizumab
NCT03101280	Rucaparib
NCT00621361	AZD2171
NCT00621361	Etoposide
NCT00621361	Cisplatin
NCT03075462	Fluzoparib
NCT03075462	Apatinib
NCT01910545	OTS167IV
NCT00568022	Ixabepilone
NCT00568022	Capecitabine
NCT02705469	ZEN003694
NCT00536809	lapatinib
NCT00536809	oxaliplatin
NCT00536809	capecitabine
NCT00928330	GDC-0941
NCT00928330	Trastuzumab
NCT00928330	trastuzumab-MCC-DM1
NCT02309892	L-DOS47
NCT03954067	ASP9801
NCT03295942	OMP-336B11
NCT02794571	Atezolizumab
NCT02794571	MTIG7192A
NCT01337765	BEZ235
NCT01337765	MEK162
NCT02468284	degarelix
NCT02514213	INO-5150
NCT02514213	electroporation
NCT02514213	CELLECTRA®-5P
NCT02514213	INO-5150
NCT02514213	electroporation
NCT02514213	CELLECTRA®-5P
NCT02514213	INO-5150
NCT02514213	INO-9012
NCT02514213	electroporation
NCT02514213	CELLECTRA®-5P
NCT02514213	INO-5150
NCT02514213	INO-9012
NCT02514213	electroporation
NCT02514213	CELLECTRA®-5P
NCT00135005	AMN107
NCT00135005	STI571
NCT03310632	Antroquinonol
NCT01266954	GSK2141795
NCT00054912	EP2101
NCT00808418	Elesclomol
NCT00808418	Sodium
NCT00808418	Docetaxel
NCT03575819	FOR46
NCT02922764	RGX-104
NCT02922764	Nivolumab
NCT00960960	Bevacizumab
NCT00960960	Pictilisib
NCT00960960	Letrozole
NCT00960960	Paclitaxel
NCT00960960	Trastuzumab
NCT00873756	FOLFOX
NCT00873756	bevacizumab
NCT00873756	dulanermin
NCT03189030	pLADD
NCT01353781	AZD5363
NCT00851136	bevacizumab
NCT00851136	FOLFOX
NCT00851136	PRO95780
NCT00033202	Gimatecan®
NCT00033202	ST-1481
NCT03319628	XMT-1536
NCT02711969	Apatinib
NCT02711969	mesylate
NCT03109249	SPARC1613
NCT03109249	Reference1613
NCT00291577	Sunitinib
NCT00291577	Sutent
NCT03596658	SHR9549
NCT03316599	Gemcitabine
NCT03316599	Nab-paclitaxel
NCT03316599	Ficlatuzumab
NCT02616185	PF-06755992
NCT02616185	PF-06755990
NCT02616185	Tremelimumab
NCT02616185	Sunitinib
NCT02616185	PF-06801591
NCT02347228	OB318
NCT02175433	AGS67E
NCT02797795	NEV801
NCT00169533	GW572016
NCT01325558	ALT-836
NCT01325558	gemcitabine
NCT02924766	Niraparib
NCT02924766	Prednisone
NCT01689636	EC20
NCT03577028	HPN424
NCT03191578	RUTI®
NCT00821054	Lapatinib
NCT00407498	P276-00
NCT00322400	Docetaxel
NCT00322400	Paclitaxel
NCT02391727	SYN004
NCT02718430	VXM01
NCT02241369	INO-3106
NCT02241369	INO-9012
NCT00174434	SU011248
NCT00174434	Paclitaxel
NCT00448396	Patupilone
NCT00842244	axitinib
NCT00842244	capecitabine
NCT00842244	cisplatin
NCT02602249	MUC1-gene-DC-CTL
NCT02602249	MUC1-peptide-DC-CTL
NCT02476539	Hemay022
NCT01634503	GX-188E
NCT01634503	electroporation
NCT02452268	NIZ985
NCT02452268	PDR001
NCT02776917	Cirmtuzumab
NCT02776917	Paclitaxel
NCT01497470	Custirsen
NCT01497470	paclitaxel
NCT01497470	carboplatin
NCT00539383	ANG1005
NCT01207323	MEHD7945A
NCT01363232	BKM120
NCT01363232	MEK162
NCT00080418	Liposome
NCT00080418	Paclitaxel
NCT02876224	Atezolizumab
NCT02876224	Bevacizumab
NCT02876224	Cobimetinib
NCT01295632	ridaforolimus
NCT01295632	MK-0752
NCT01295632	MK-2206
NCT01486329	VXM01
NCT00024648	LErafAON
NCT00631410	sunitinib
NCT00631410	mFOLFOX6
NCT00790374	BN83495
NCT00790374	BN83495
NCT00790374	BN83495
NCT03922204	MCLA-145
NCT00677105	JNJ-26481585
NCT03311477	ABBV-399
NCT01414283	PSMA
NCT02483104	veliparib
NCT02483104	carboplatin
NCT02483104	paclitaxel
NCT03073395	P16-093
NCT01183364	STA-9090
NCT01183364	ganetespib
NCT01183364	Docetaxel
NCT00258050	Midazolam
NCT00258050	Lapatinib
NCT00100672	LErafAON-ETU
NCT00452673	Dasatinib
NCT00452673	Capecitabine
NCT02146313	DMUC4064A
NCT02861573	Pembrolizumab
NCT02861573	Docetaxel
NCT02861573	mg/m^2
NCT02861573	Prednisone
NCT00102752	Glufosfamide
NCT00102752	Gemcitabine
NCT03936959	LY3434172
NCT03051035	KO-947
NCT03808701	SCT200
NCT03860272	AGEN1181
NCT03742245	Olaparib
NCT03742245	Vorinostat
NCT00100139	Liposome
NCT00100139	Paclitaxel
NCT00100139	LEP-ETU
NCT00100139	Paclitaxel
NCT00100139	Taxol
NCT04050709	PD-L1
NCT04050709	t-haNK
NCT01976910	DM-CHOC-PEN
NCT01409135	AGS-22M6E
NCT01409135	ASG-22CE
NCT02042781	PG545
NCT03168139	Monotherapy
NCT03168139	pegol
NCT03168139	Pembrolizumab
NCT03168139	Therapy
NCT01823978	BPX-201
NCT01823978	vaccine
NCT01823978	AP1903
NCT02261285	ONO-4538
NCT02154646	LY2157299
NCT02154646	Gemcitabine
NCT04025957	SHR-1501
NCT02333370	LEE011
NCT02333370	Letrozole
NCT02333370	Tamoxifen
NCT02333370	Fulvestrant
NCT02333370	goserelin
NCT01010945	erlotinib
NCT01010945	gemcitabine
NCT01010945	nab-paclitaxel
NCT01414296	PSMA
NCT01349296	Everolimus
NCT01349296	BIBF
NCT03821935	ABBV-151
NCT03821935	ABBV-181
NCT03236974	Fulvestrant
NCT03236974	AZD9496
NCT03009214	AMC303
NCT03393416	MASCT-I
NCT03393416	antibody
NCT00782587	Chemophase
NCT00140738	Biologicals
NCT00732992	Sunitinib
NCT00732992	Pemetrexed
NCT02261298	ONO-4538
NCT03286244	CM082
NCT03286244	paclitaxel
NCT02923947	Osimertinib
NCT02923947	AZD9291
NCT00364754	Tesmilifene
NCT01375842	Atezolizumab
NCT01585870	Sorafenib
NCT01585870	Nexavar
NCT01585870	BAY43-9006
NCT01585870	Eribulin
NCT00894894	MP-470
NCT00894894	amuvatinib
NCT00894894	MP-470
NCT03875157	IBI318
NCT02546661	AZD4547
NCT02546661	MEDI4736
NCT02546661	Olaparib
NCT02546661	AZD1775
NCT02546661	Vistusertib
NCT02546661	AZD9150
NCT02546661	Selumetinib
NCT00717340	tivozanib
NCT00717340	AV-951
NCT00717340	paclitaxel
NCT01003808	IMF-001
NCT01924689	Clostridium
NCT01924689	novyi-NT
NCT03071757	ABBV-368
NCT03071757	ABBV-181
NCT00101894	FOLFOX-4
NCT00101894	Panitumumab
NCT00101894	FOLFIRI
NCT03006029	TAB08
NCT03854227	PF-06939999
NCT00069264	E7389
NCT01283373	DSTP3086S
NCT01229618	Pyruvate
NCT03616574	CA102N
NCT03616574	LONSURF
NCT01447225	MM-121
NCT01447225	Carboplatin
NCT01447225	Pemetrexed
NCT01447225	Cabazitaxel
NCT01447225	Gemcitabine
NCT02959619	Ensartinib
NCT01324583	Cabazitaxel
NCT01324583	XRP6258
NCT01324583	prednisolone
NCT01649271	Herceptin
NCT01649271	afatinib
NCT01649271	trastuzumab
NCT02926690	OTS167PO
NCT00644488	BMS-641988
NCT03136640	ModraDoc006/r
NCT03995472	SHR-1501
NCT03995472	SHR-1316
NCT02693067	bengal
NCT02693067	disodium
NCT03324113	SAR408701
NCT03324113	dexamethasone
NCT03324113	naphazoline
NCT03324113	diphenhydramine
NCT02575781	SAR428926
NCT03328078	CA-4948
NCT03835949	TJ004309
NCT03835949	Atezolizumab
NCT03908814	Anti-PD-L1
NCT03908814	Antibody
NCT03284502	HM95573
NCT03284502	cobimetinib
NCT03941262	autologous
NCT03551782	Cetrelimab
NCT02375958	PCA062
NCT03081494	PDR001
NCT03081494	regorafenib
NCT01306630	tivozanib
NCT01306630	AV-951
NCT01306630	capecitabine
NCT01306630	Xeloda®
NCT01703572	OMP-52M51
NCT03031691	brontictuzumab
NCT03031691	trifluridine/tipiracil
NCT03069469	DCC-3014
NCT02318329	FPA144
NCT03726294	NBM-BMX
NCT03726294	softgel
NCT03808870	NBM-BMX
NCT03808870	softgel
NCT00629473	NPI-0052
NCT00629473	NPI-0052
NCT00629473	Dexamethasone
NCT02992977	AutoSynVax™
NCT02992977	vaccine
NCT01416038	DPX-Survivac
NCT01416038	cyclophosphamide
NCT02966548	Relatlimab
NCT02966548	Nivolumab
NCT01217177	everolimus
NCT02778126	Prexasertib
NCT02778126	Prexasertib
NCT03603951	SHR2554
NCT03823989	Promitil
NCT03773666	Durvalumab
NCT03773666	Oleclumab
NCT02338349	Elacestrant
NCT02101580	ADI-PEG
NCT02204072	Enzalutamide
NCT00575562	KRN330
NCT00679133	MGCD265
NCT01048008	DM-CHOC-PEN
NCT01853306	Veliparib
NCT03260491	U3-1402
NCT00326586	BMS-641988
NCT00553696	Cisplatin
NCT00553696	Sunitinib
NCT00840190	P1446A-05
NCT02325557	ADXS31-142
NCT02325557	ADXS31-142
NCT02325557	Pembrolizumab
NCT02325557	MK-3475
NCT03233139	REGN2810
NCT03233139	Ipilimumab
NCT03233139	Platinum-doublet
NCT03233139	chemotherapy
NCT02675491	DS-6051b
NCT02825563	Anlotinib
NCT04009460	ES101
NCT02919696	Abemaciclib
NCT02723955	GSK3359609
NCT02723955	GSK3174998
NCT02723955	Pembrolizumab
NCT02723955	Docetaxel
NCT02723955	mg/m^2
NCT02723955	Pemetrexed
NCT02723955	mg/m^2
NCT02723955	Carboplatin
NCT02723955	mg/mL
NCT02723955	Paclitaxel
NCT02723955	mg/m^2
NCT02723955	Carboplatin
NCT02723955	mg/mL
NCT02723955	Gemcitabine
NCT02723955	mg/m^2
NCT02723955	Carboplatin
NCT02723955	mg/mL
NCT02723955	Fluorouracil
NCT02723955	mg/m^2
NCT02723955	carboplatin
NCT02723955	cisplatin
NCT01589419	veliparib
NCT01589419	capecitabine
NCT01267084	Trabectedin
NCT01267084	Ketoconazole
NCT03362060	Pembrolizumab
NCT03362060	PVX-410
NCT00879905	HSP990
NCT00949559	EP-100
NCT02817633	TSR-022
NCT02817633	TSR-042
NCT02817633	anti-PD-1
NCT02817633	antibody
NCT02817633	TSR-033
NCT02817633	anti-LAG-3
NCT02817633	antibody
NCT01378091	Lenalidomide
NCT01378091	Docetaxel
NCT01378091	Prednisone
NCT00925015	Dalotuzumab
NCT00925015	mg/kg
NCT00925015	Cetuximab
NCT00925015	Irinotecan
NCT00925015	Dalotuzumab
NCT00925015	mg/kg
NCT00215605	XL184
NCT02456701	KTN3379
NCT02456701	vemurafenib
NCT02000934	TAK-659
NCT03459170	BPX-501
NCT03459170	rimiducid
NCT02253420	Copanlisib
NCT02253420	BAY80-6946
NCT02253420	Itraconazole
NCT02253420	Rifampin
NCT01577758	MLN0264
NCT01505153	pbi-shRNA
NCT01505153	STMN1
NCT00110357	Cetuximab
NCT00110357	Irinotecan
NCT02245204	Chlorogenic
NCT00555672	5-fluorouracil
NCT00555672	cisplatin
NCT00555672	sunitinib
NCT00555672	malate
NCT00496860	ALT-801
NCT02715284	TSR-042
NCT00997945	ZD4054
NCT00997945	Zibotentan
NCT02352558	BBI608
NCT02352558	Dexamethasone
NCT02352558	Bortezomib
NCT02352558	Imatinib
NCT02352558	Ibrutinib
NCT02944396	pemetrexed
NCT02944396	nivolumab
NCT02944396	paclitaxel
NCT02944396	veliparib
NCT02944396	carboplatin
NCT01836705	SAR302503
NCT01836705	TG101348
NCT01836705	Panolosetron
NCT03542175	Rucaparib
NCT00513851	OSI-930
NCT01121588	Crizotinib
NCT03717103	IBI188
NCT03717103	IBI188
NCT03717103	Rituximab
NCT01253837	L19TNFa
NCT02708680	entinostat
NCT02708680	atezolizumab
NCT02687386	Mitoxantrone
NCT02687386	EnGeneIC
NCT01393990	LY2228820
NCT03763149	IBI188
NCT01287546	LY2875358
NCT01287546	LY2875358
NCT01287546	erlotinib
NCT01287546	LY2875358
NCT01287546	LY2875358
NCT01287546	trametinib
NCT00528281	Lapatinib
NCT00528281	Pemetrexed
NCT00555620	capecitabine
NCT00555620	oxaliplatin
NCT00555620	sunitinib
NCT00555620	malate
NCT00555620	cisplatin
NCT01963052	AGS15E
NCT04008797	E7386
NCT04008797	Lenvatinib
NCT00982566	ABT-263
NCT00910741	Nanoplatin
NCT00910741	NC-6004
NCT00910741	Gemcitabine
NCT00556023	CP-675,206
NCT00556023	gemcitabine
NCT03255083	DS-1205c
NCT03255083	Osimertinib
NCT03120832	PAN-301-1
NCT02507544	TRX-818
NCT03980821	AZD4635
NCT01394016	LY2835219
NCT01394016	Fulvestrant
NCT03724890	M3814
NCT03724890	Avelumab
NCT00925769	bevacizumab
NCT00925769	Avastin
NCT00925769	capecitabine
NCT00925769	Xeloda
NCT00925769	erlotinib
NCT00925769	Tarceva
NCT02814669	Atezolizumab
NCT02814669	Radium-223
NCT02814669	Dichloride
NCT01313065	VX15/2503
NCT00402025	Talimogene
NCT00402025	Laherparepvec
NCT03271047	binimetinib
NCT03271047	nivolumab
NCT03271047	ipilimumab
NCT01943838	SAR245408
NCT01339650	ABT-767
NCT03923270	Durvalumab
NCT03923270	Tremelimumab
NCT03923270	Olaparib
NCT00765973	Topotecan
NCT00765973	Liposomes
NCT00327288	imexon
NCT00327288	docetaxel
NCT01657214	SAR125844
NCT00981721	cediranib
NCT00981721	RECENTIN
NCT00981721	AZD2171
NCT00473954	EGEN-001
NCT00473954	phIL-12-005/PPC
NCT00959959	TOK-001
NCT00353262	Avastin
NCT00353262	Oxaliplatin
NCT00353262	capecitabine
NCT00353262	Xeloda
NCT03695380	Cobimetinib
NCT03695380	Niraparib
NCT03695380	Atezolizumab
NCT01005355	IMC-1121B
NCT00863850	bendamustine
NCT02110082	Urelumab
NCT02110082	Cetuximab
NCT03943004	DFP-14927
NCT03137758	PCUR
NCT03763123	Sevacizumab
NCT03763123	Paclitaxel
NCT03763123	Topotecan
NCT00603356	OSI-930
NCT02366949	Paclitaxel
NCT01021072	MABp1
NCT01527929	Cabazitaxel
NCT01527929	XRP6258
NCT00529438	methyl
NCT02045602	VCN-01
NCT02045602	Gemcitabine
NCT02045602	Abraxane®
NCT00052000	MLN2704
NCT00052000	antibody
NCT00052000	MLN591
NCT04041050	Navitoclax
NCT03551171	ZL-2306
NCT03551171	niraparib
NCT01392924	SAR245408
NCT01596270	SAR245409
NCT01274624	REOLYSIN®
NCT01274624	Irinotecan
NCT01274624	Leucovorin
NCT01274624	Fluorouracil
NCT01274624	Bevacizumab
NCT02977468	Merck
NCT02977468	Pembrolizumab
NCT01705847	GS-9820
NCT01583777	Belinostat
NCT02014129	LY2835219
NCT02065063	Trametinib
NCT02065063	Palbociclib
NCT01455532	Iniparib
NCT01455532	SAR240550-BSI-201
NCT01455532	Gemcitabine
NCT01455532	Carboplatin
NCT01455532	Placlitaxel
NCT01455532	liposomal
NCT01455532	doxorubicin
NCT01290471	U3-1565
NCT01809210	selumetinib
NCT01809210	gemcitabine
NCT01809210	cisplatin
NCT01809210	carboplatin
NCT01809210	pemetrexed
NCT01750580	Lirilumab
NCT01750580	Ipilimumab
NCT02381886	IDH305
NCT00884845	PM02734
NCT00884845	Erlotinib
NCT03042910	Talazoparib
NCT00671372	FOLFIRI
NCT00671372	bevacizumab
NCT00671372	cetuximab
NCT00671372	dulanermin
NCT00671372	irinotecan
NCT01660360	Tanibirumab
NCT01344707	4SC-202
NCT01260545	CA-18C3
NCT01202370	7-t-butyldimethylsilyl-10-hydroxycamptothecin
NCT02013804	MEDI0680
NCT02013804	AMP-514
NCT00876044	aflibercept
NCT00876044	AVE0005
NCT00148928	P501-AS15
NCT00148928	vaccine
NCT03515824	MK-1697
NCT02355535	PAC-1
NCT03394144	AZD9150
NCT03394144	Durvalumab
NCT01673737	SAR260301
NCT01673737	Vemurafenib
NCT02826772	GT0918
NCT01390818	MSC1936369B
NCT01390818	pimasertib
NCT01390818	SAR245409
NCT01390818	PI3K
NCT01390818	mTOR
NCT01390818	inhibitor
NCT01140607	Cabazitaxel
NCT01140607	XRP6258
NCT01772797	LDK378
NCT01772797	AUY922
NCT03074032	ONC1-0013B
NCT00728468	PF-00299804
NCT03315091	AZD1775
NCT03315091	AZD1775
NCT03370198	NKR-2
NCT02250170	OPB-111077
NCT02686944	Intuvax
NCT02686944	ilixadencel
NCT00632931	vorinostat
NCT03792958	CM082
NCT02292550	Ribociclib
NCT02292550	Ceritinib
NCT02718911	LY3022855
NCT02718911	Durvalumab
NCT02718911	Tremelimumab
NCT01156870	SAR566658
NCT00518739	MK2461
NCT01364844	DS-7423
NCT00730379	Comparator
NCT02215850	SLC-0111
NCT01905813	INCB040093
NCT01905813	INCB040093
NCT01905813	itacitinib
NCT02398747	AZD2014
NCT02867007	KHK2455
NCT02867007	Mogamulizumab
NCT01087021	Cabazitaxel
NCT01087021	XRP6258
NCT02936206	Fulvestrant
NCT02936206	Tamoxifen
NCT02457598	Tirabrutinib
NCT02457598	Idelalisib
NCT02457598	Entospletinib
NCT02457598	Obinutuzumab
NCT03333824	CYP1A2
NCT03333824	caffeine
NCT03333824	CYP2C19
NCT03333824	omeprazole
NCT03333824	CYP3A
NCT03333824	midazolam
NCT03333824	Kytril
NCT03333824	granisetron
NCT03333824	Wee-1
NCT03333824	kinase
NCT03333824	inhibitor
NCT03333824	AZD1775
NCT02237690	Doxorubicin
NCT02237690	hydrochloride
NCT02237690	liposome
NCT02358473	mogamulizumab
NCT02358473	Docetaxel
NCT01699061	Tivantinib
NCT00666692	M200
NCT00666692	Volociximab
NCT00666692	Carboplatin
NCT00666692	Paclitaxel
NCT00666692	Bevacizumab
NCT01778803	defactinib
NCT01778803	Paclitaxel
NCT01640665	Sorafenib
NCT01640665	Capecitabine
NCT01907685	AVE8062
NCT01907685	Docetaxel
NCT03030287	OMP-305B83
NCT03030287	Paclitaxel
NCT01493336	capecitabine
NCT01493336	capecitabine
NCT01493336	Xeloda
NCT02476123	Mogamulizumab
NCT02309177	nab-Paclitaxel
NCT02309177	Nivolumab
NCT02309177	Gemcitabine
NCT02309177	Carboplatin
NCT02564198	Ramucirumab
NCT01588548	AZD1208
NCT02640755	AZD2014
NCT02640755	AZD2014
NCT02640755	Fulvestrant
NCT02640755	Paclitaxel
NCT01576406	crizotinib
NCT00875979	Trastuzumab
NCT00875979	emtansine
NCT00875979	Kadcyla
NCT00875979	mg/kg
NCT00875979	Trastuzumab
NCT00875979	emtansine
NCT00875979	Kadcyla
NCT00875979	mg/kg
NCT00875979	Pertuzumab
NCT02429843	TRC105
NCT01607892	KPT-330
NCT00664170	ANX-514
NCT00664170	docetaxel
NCT02020291	Foxy-5
NCT00610194	RDEA119
NCT00658671	ENMD-2076
NCT01705002	Promitil
NCT01705002	Capecitabine
NCT01705002	Bevacizumab
NCT00953758	PF-04449913
NCT03424005	Capecitabine
NCT03424005	Atezolizumab
NCT03424005	Ipatasertib
NCT03424005	SGN-LIV1A
NCT03424005	Bevacizumab
NCT03424005	Cobimetinib
NCT03424005	Chemotherapy
NCT03424005	Gemcitabine
NCT03424005	Carboplatin
NCT03424005	Eribulin
NCT03424005	RO6874281
NCT03424005	Selicrelumab
NCT03310008	NKR-2
NCT00659178	SB-485232
NCT00659178	interleukin
NCT00659178	liposomal
NCT00659178	doxorubicin
